time,text,lower_text,sdf,event
Sun Feb 19 23:55:30 +0000 2012,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/SCA2KaBP vía @ActualidadRT,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/sca2kabp vía @actualidadrt,#VALUE!,2
Mon Jun 15 11:35:57 +0000 2009,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/Rgh0knAu,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/rgh0knau,#VALUE!,2
Thu May 27 00:50:53 +0000 2010,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/rBy1GnKB vía @ActualidadRT,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/rby1gnkb vía @actualidadrt,#VALUE!,2
Wed Dec 02 13:13:40 +0000 2009,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/NtZ3DkSA,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/ntz3dksa,#VALUE!,2
Sun Mar 20 05:38:41 +0000 2011,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/NC2FZ55Z,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/nc2fz55z,#VALUE!,2
Sat Sep 11 02:58:30 +0000 2010,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/LpGC51jE,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/lpgc51je,#VALUE!,2
Mon Nov 26 06:48:31 +0000 2012,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/KSpIEqnC vía @ActualidadRT,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/kspieqnc vía @actualidadrt,#VALUE!,2
Thu Jun 30 20:02:37 +0000 2011,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/jrVP3R7C,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/jrvp3r7c,#VALUE!,2
Wed Jul 18 16:23:03 +0000 2012,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/Jpc13VOE vía @ActualidadRT,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/jpc13voe vía @actualidadrt,#VALUE!,2
Wed Jun 13 16:18:20 +0000 2012,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/jiEKS8uZ,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/jieks8uz,#VALUE!,2
Mon Jan 10 16:18:22 +0000 2011,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/iU2UQtTe,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/iu2uqtte,#VALUE!,2
Sat Jun 18 20:06:07 +0000 2011,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/IS1FyzTo,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/is1fyzto,#VALUE!,2
Tue Feb 21 07:00:21 +0000 2012,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/iPouHFIY #F4All,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/ipouhfiy #f4all,#VALUE!,2
Tue May 17 20:57:08 +0000 2011,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/h5XmTkVj vía @elcomunistanet,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/h5xmtkvj vía @elcomunistanet,#VALUE!,2
Sun Sep 04 15:55:22 +0000 2011,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/G7aFUsgg,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/g7afusgg,#VALUE!,2
Fri Jul 13 20:13:23 +0000 2012,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/G5EuAA7F,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/g5euaa7f,#VALUE!,2
Sun May 09 02:13:07 +0000 2010,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/G0vdPax7 vía @ActualidadRT,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/g0vdpax7 vía @actualidadrt,#VALUE!,2
Sun Mar 20 05:38:41 +0000 2011,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/dqhuXdy5,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/dqhuxdy5,#VALUE!,2
Mon Jan 10 16:18:22 +0000 2011,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/CKeA0MES,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/ckea0mes,#VALUE!,2
Thu Nov 01 16:29:35 +0000 2012,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/Aoh88s8q via @ActualidadRT,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/aoh88s8q via @actualidadrt,#VALUE!,2
Sun Dec 04 16:00:23 +0000 2011,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/aC0t3zyC vía @ActualidadRT,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/ac0t3zyc vía @actualidadrt,#VALUE!,2
Sun Jul 29 01:39:35 +0000 2012,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/9nOJ0on5 #F4All #Telecomix,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/9noj0on5 #f4all #telecomix,#VALUE!,2
Sun Jan 11 17:02:37 +0000 2009,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/72wzliqV vía @ActualidadRT,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/72wzliqv vía @actualidadrt,#VALUE!,2
Sun May 06 11:51:11 +0000 2012,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/5ZYtKxTs,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/5zytkxts,#VALUE!,2
Tue Feb 23 09:50:46 +0000 2010,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/5EXlRh4S,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/5exlrh4s,#VALUE!,2
Sun Aug 19 07:51:52 +0000 2012,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes http://t.co/4sEusgVL,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes http://t.co/4seusgvl,#VALUE!,2
Sat Dec 19 22:56:19 +0000 2009,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes – RT http://t.co/OnUeJi0Q,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes – rt http://t.co/onueji0q,#VALUE!,2
Sun Jul 04 03:07:57 +0000 2010,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes – RT http://t.co/cA5NcTgF,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes – rt http://t.co/ca5nctgf,#VALUE!,2
Mon Mar 21 20:47:02 +0000 2011,Video: Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes,video: reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes,#VALUE!,2
Thu Dec 31 09:33:16 +0000 2009,VIDEO: Reina de belleza de #México muere en balacera entre el Ejército y narcotraficantes #noticias http://t.co/eu6P0Qgk,video: reina de belleza de #méxico muere en balacera entre el ejército y narcotraficantes #noticias http://t.co/eu6p0qgk,#VALUE!,2
Mon Oct 31 21:58:59 +0000 2011,Video: Impresionantes balacera donde cae asesinada Miss #Sinaloa 2012 http://t.co/44KWbCmF #reynosafollow #verfollow #mtyfollow #DF #Edomex,video: impresionantes balacera donde cae asesinada miss #sinaloa 2012 http://t.co/44kwbcmf #reynosafollow #verfollow #mtyfollow #df #edomex,#VALUE!,2
Thu Jun 18 10:18:04 +0000 2009,VIDEO: Ella fue Miss Sinaloa. Murió en una balacera entre militares y pistoleros http://t.co/FP2XZJcT vía @diario24horas - @jvillalpandoc,video: ella fue miss sinaloa. murió en una balacera entre militares y pistoleros http://t.co/fp2xzjct vía @diario24horas - @jvillalpandoc,#VALUE!,2
Thu Oct 15 12:46:02 +0000 2009,Video: Balacera en la colonia Tamulté en Villahermosa http://t.co/LTvPf6rf #Tabasco,video: balacera en la colonia tamulté en villahermosa http://t.co/ltvpf6rf #tabasco,#VALUE!,24
Thu Jul 02 19:15:28 +0000 2009,"VIDEO: Balacera en el barrio Populandia, dejó dos muertos y un menor herido: http://t.co/WHR8Zmyn via @youtube","video: balacera en el barrio populandia, dejó dos muertos y un menor herido: http://t.co/whr8zmyn via @youtube",#VALUE!,6
Mon Jan 04 23:00:35 +0000 2010,"Video Insólito: Nueve muertos en Fuerte Balacera en Saltillo, Coahuila   - El Blog del Narco http://t.co/hG6zUSPy","video insólito: nueve muertos en fuerte balacera en saltillo, coahuila   - el blog del narco http://t.co/hg6zuspy",#VALUE!,999
Fri Aug 06 14:13:54 +0000 2010,VIDEO EN DONDE MISS SINALOA 2012 MUERE EN BALACERA. Impresionante audio: http://t.co/kIbqfj75,video en donde miss sinaloa 2012 muere en balacera. impresionante audio: http://t.co/kibqfj75,#VALUE!,2
Thu Jun 17 05:42:07 +0000 2010,Video de la balacera grabado por mi. No acepten imitaciones. http://t.co/lSZJ8446,video de la balacera grabado por mi. no acepten imitaciones. http://t.co/lszj8446,#VALUE!,-1
Wed Nov 21 03:52:56 +0000 2012,"Video de la balacera donde muere María Susana Flores ""Miss Sinaloa"": http://t.co/H3U1W35t vía @youtube","video de la balacera donde muere maría susana flores ""miss sinaloa"": http://t.co/h3u1w35t vía @youtube",#VALUE!,2
Fri Apr 17 22:14:52 +0000 2009,Video de la balacera donde muere la Miss María Susana Flores  http://t.co/tuPTxAGc,video de la balacera donde muere la miss maría susana flores  http://t.co/tuptxagc,#VALUE!,2
Sat Feb 20 23:17:43 +0000 2010,Video de la balacera donde muere la Miss María Susana Flores  http://t.co/sU00tmD8 //,video de la balacera donde muere la miss maría susana flores  http://t.co/su00tmd8 //,#VALUE!,2
Sat Aug 27 19:05:45 +0000 2011,"Video de Balacera en Valle Hermoso, Tamps en El Blog del Narco http://t.co/FAuGp7iD","video de balacera en valle hermoso, tamps en el blog del narco http://t.co/faugp7id",#VALUE!,5
Sat Aug 27 19:05:45 +0000 2011,"Video de Balacera en Valle Hermoso, Tamps en El Blog del Narco http://t.co/FAuGp7iD","video de balacera en valle hermoso, tamps en el blog del narco http://t.co/faugp7id",#VALUE!,5
Mon Nov 26 19:12:27 +0000 2012,"Video de Balacera en Valle Hermoso, Tamps en El Blog del Narco http://t.co/EYsXSMEC","video de balacera en valle hermoso, tamps en el blog del narco http://t.co/eysxsmec",#VALUE!,5
Tue Nov 27 20:23:50 +0000 2012,"Video de Balacera en Valle Hermoso, Tamps en El Blog del Narco http://t.co/bLd3xKBA","video de balacera en valle hermoso, tamps en el blog del narco http://t.co/bld3xkba",#VALUE!,5
Wed Jul 07 16:11:18 +0000 2010,"video de balacera calle La Fragua #Veracruz grabado por reporteros en 2011, aparece en youtube como enfrentamiento donde murió Miss Sinaloa","video de balacera calle la fragua #veracruz grabado por reporteros en 2011, aparece en youtube como enfrentamiento donde murió miss sinaloa",#VALUE!,2
